stkcd,accper,C_Innovation,sust_score,env_score,social_score,industrycode,sic2,gov_score,X_breadth1,X_breadth2,SOE,Size,Lev,Age,Growth,Cash,ROE,MTB,yrf1,yrf2,yrf3,yrf4,yrf5,yrf6,yrf7,yrf8,yrf9,indus1,indus2,indus3,indus4,indus5,indus6,indus7,indus8,indus9,indus10,indus11,indus12,indus13,indus14,indus15,indus16,indus17,indus18,indus19,indus20
8,2017,"8,82","24,28",0,"2,38",C37,C3,"7,3","0,6931472","0,6931472",0,"7,790282","0,3269488","3,367296","0,2424968","-0,0049595","0,13318","3,916995",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2018,"9,47","23,99",0,"4,46",C37,C3,"6,51","0,6931472","0,6931472",0,"7,875119","0,2925097","3,401197","0,1003758","-0,0564255","0,04686","1,894004",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2016,"3,46","60,48",8,"12,09",S90,S,"13,46333","2,302585","1,386294",1,"9,092345","0,623791","3,295837","0,3175412","-0,0005624","0,057118","4,395397",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2017,"3,91","19,79",0,"8,34",S90,S,"3,816667","3,332205","1,94591",1,"9,300547","0,6331205","3,332205","0,0963842","0,0144196","0,035756","3,288119",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2018,"3,21","28,13",0,15,S90,S,"4,376667","3,332205","1,94591",1,"9,519295","0,6498956","3,367296","0,6643197","0,0912181","0,065214","2,742721",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2010,,"68,2",17,"5,65",C30,C3,"15,18333","1,098612","1,098612",1,"9,368967","0,4579451","3,295837","0,4669056","0,1897663","0,258193","5,747396",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2011,,"64,13",14,"4,83",C30,C3,"15,1","1,098612","1,098612",1,"9,38505","0,5219064","3,332205","0,0680261","0,1104958","0,190189","3,160214",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2012,,"62,08",20,"3,43",C30,C3,"12,88333","1,098612","1,098612",1,"9,338998","0,4930042","3,367296","-0,1543242","0,1203835","0,050748","2,914222",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2013,"2,47","70,58",17,"2,46",C30,C3,"17,00667","1,098612","1,098612",1,"9,205931","0,4428684","3,401197","0,1057192","0,1126655","0,206931","2,511516",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2014,"2,95","63,79",14,"0,87",C30,C3,"16,30667","1,098612","1,098612",1,"9,252633","0,4429854","3,433987","-0,0891274","0,0920062","0,100983","2,570302",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2015,"3,23","73,74",23,"2,7",C30,C3,"16,01333","0,6931472","0,6931472",1,"9,263692","0,5116955","3,465736","0,0548494","0,0697975","0,067211","3,939301",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2016,"3,81","72,45",23,"2,84",C30,C3,"15,53667","0,6931472","0,6931472",1,"9,351406","0,5259067","3,496508","0,2076729","0,1306862","0,101942","3,452503",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2017,"3,38","12,73",0,"3,16",C30,C3,"3,19","0,6931472","0,6931472",1,"9,401374","0,5505697","3,496508","0,2123133","0,1261042","0,098012","3,174329",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2018,"3,6","17,84",0,"2,77",C30,C3,"5,023334","1,098612","0,6931472",1,"9,287301","0,5056337","3,496508","-0,0247659","0,1114551","0,051808","2,036965",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2010,,"8,63",0,"-2,83",C39,C3,"3,82","1,791759","1,386294",1,"9,924466","0,743477","3,433987","0,2905506","-0,026283","0,024294","4,047916",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2011,,"2,88",0,-5,C39,C3,"2,626667","2,079442","1,609438",1,"9,889591","0,7494077","3,465736","-0,052236","-0,0810629","0,005716","3,721049",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2012,,"13,26",0,5,C39,C3,"2,753333","2,079442","1,609438",1,"9,942612","0,743593","3,496508","0,1307369","-0,0216897","0,010712","3,671417",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2013,,"12,88",0,5,C39,C3,"2,626667","2,079442","1,609438",1,"9,930227","0,7281315","3,496508","0,0910071","0,1450304","0,014036","3,603866",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2014,,"11,95",0,5,C39,C3,"2,316667","1,94591","1,609438",1,"9,840335","0,7438843","3,496508","-0,0291526","-0,0381651","0,014111","4,264433",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2015,"1,25","4,67",0,"3,22",C39,C3,"0,4833333","2,079442","1,609438",1,"9,82774","0,7841845","3,496508","-0,0529417","0,0904959","-0,34609","8,078583",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2016,,"3,61",0,-5,C39,C3,"2,87","2,079442","1,386294",1,"9,763651","0,8075465","3,496508","0,1035147","-0,0563782","0,028832","6,987039",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2017,"1,06","27,63",0,"4,43",C39,C3,"7,733333","2,197225","1,609438",1,"9,788189","0,6520106","3,496508","0,5383629","-0,129541","0,345112","3,311944",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2018,"0,86","10,88",0,-5,C39,C3,"5,293334","2,397895","1,386294",1,"9,85035","0,7134652","3,496508","0,4771086","-0,0979178","0,075766","3,204283",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2013,,"22,66",0,"8,29",E50,E,"4,79","1,386294","0,6931472",0,"5,463832","0,2693278","3,091043","1,433291","0,010021","0,064859","9,99598",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2014,,"17,01",0,"3,41",E50,E,"4,533333","1,098612","0,6931472",0,"5,463832","0,2976612","3,135494","-0,3992136","0,0074937","0,033743","16,02194",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2015,"3,32","23,32",0,"7,25",E50,E,"5,356667","1,94591","1,791759",0,"7,427144","0,6812556","3,178054","2,078923","-0,0726954","0,338982","16,02194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2016,"2,98","23,46",0,"5,68",E50,E,"5,926667","2,484907","2,302585",0,"7,799753","0,7707937","3,218876","0,1632373","-0,129541","0,303497","12,2893",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2010,,"43,09",5,"5,99",C39,C3,"10,7","1,386294","1,386294",1,"9,769327","0,3282367","2,890372","0,5495006","0,0171654","0,08453","3,947119",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2011,,"62,62",8,15,C39,C3,"12,61","1,609438","1,609438",1,"9,835637","0,5820134","2,944439","-0,1030814","0,0164534","0,050038","2,958837",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2012,"0,91","58,54",9,15,C39,C3,"11,51333","0,6931472","0,6931472",1,"9,757247","0,5917803","2,995732","-0,1197433","0,028272","0,001994","2,944717",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2013,"0,99","63,38","9,4",15,C39,C3,"12,99333","2,197225","1,94591",1,"9,607841","0,6385731","3,044523","-0,0829284","0,0326994","0,034851","3,332628",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2014,"0,92","57,19",7,15,C39,C3,"11,73","2,639057","2,197225",1,"9,770299","0,6499049","3,091043","0,0933961","-0,0068574","0,032047","3,944447",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2015,"1,09","63,92",8,15,C39,C3,"13,64","2,302585","1,94591",1,"9,927009","0,6369189","3,135494","-0,0658197","0,0342082","0,0352","5,162672",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2016,"1,11","60,19",6,15,C39,C3,"13,06333","2,484907","2,197225",1,"10,5129","0,5479081","3,178054","-0,0190501","0,0304282","0,042605","3,830991",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,"1,12","27,16",0,"12,14",C39,C3,"5,006667","2,70805","2,397895",1,"10,11156","0,6428347","3,218876","-0,0570298","0,0433551","0,102243","4,214386",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,"1,24","28,57",0,"11,76",C39,C3,"5,603333","2,70805","2,397895",1,"9,997615","0,5768033","3,258096","0,1302784","0,0263034","0,096048","2,612596",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2010,,"28,49",0,"13,39",K70,K,"5,033333","2,639057","1,609438",1,"7,529407","0,6153442","2,890372","0,361077","-0,0529881","0,067401","5,074554",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2011,,"26,34",0,"13,1",K70,K,"4,413333","2,564949","1,609438",1,"7,487734","0,5672894","2,944439","0,0052303","0,0355841","0,07496","3,518157",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2012,,"26,38",0,"11,78",K70,K,"4,866667","2,564949","1,609438",1,"7,482682","0,5940737","2,995732","0,0036561","0,0073826","0,073505","4,076536",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2013,,"29,26",0,"13,27",K70,K,"5,33","2,564949","1,609438",1,"7,459339","0,5883834","3,044523","1,054541","0,0462513","0,140845","3,515445",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,2014,"2,49","23,93",0,"0,76",C36,C3,"7,723333","0,6931472","0,6931472",1,"8,755265","0,3450464","3,091043","-0,04166","0,0494923","0,149257","2,800685",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2015,"2,68","24,62",0,"0,39",C36,C3,"8,076667","0,6931472","0,6931472",1,"8,865029","0,3438876","3,135494","-0,1354286","0,041266","0,104289","2,985505",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2016,"2,14","25,82",0,"0,74",C36,C3,"8,36","0,6931472","0,6931472",1,"8,850087","0,3635001","3,178054","0,3521688","0,0662157","0,122135","2,458393",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2017,"2,26","26,44",0,"1,29",C36,C3,"8,383333","0,6931472","0,6931472",1,"8,849084","0,3897906","3,218876","0,2281611","0,0446624","0,135361","2,280309",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2018,"2,72","25,33",0,"0,66",C36,C3,"8,223333","0,6931472","0,6931472",1,"8,930627","0,3898444","3,258096","0,0916515","0,0292828","0,129891","1,575043",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2010,,"16,89",0,5,F51,F,"3,963333","0,6931472","0,6931472",1,"7,463937","0,4617733","2,890372","0,1990604","0,0059287","0,060387","3,701725",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2011,,"14,3",0,5,F51,F,"3,1","0,6931472","0,6931472",1,"7,21891","0,4476619","2,944439","0,1519763","0,0223584","0,052066","2,350415",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2012,"2,58","29,65",0,"4,1",F51,F,"8,516666","0,6931472","0,6931472",1,"7,142036","0,380335","2,995732","-0,1191373","0,0150432","0,186636","2,235085",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2013,"1,6","19,76",0,5,F51,F,"4,92","0,6931472","0,6931472",1,"7,107426","0,3239496","3,044523","0,0715724","-0,0363642","0,014549","2,468222",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2014,"1,95","22,96",0,"4,67",F51,F,"6,096667","0,6931472","0,6931472",1,"7,038784","0,4607395","3,091043","0,8892245","0,0282061","0,076478","2,571115",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2015,2,"18,83",0,5,F51,F,"4,61","0,6931472","0,6931472",1,"7,329094","0,2903643","3,135494","-0,3584594","0,1575204","0,032968","6,380731",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2016,"1,65","18,73",0,5,F51,F,"4,576667","0,6931472","0,6931472",1,"7,286192","0,2075201","3,178054","0,0087545","0,0401932","0,029925","4,332826",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2017,"1,7","17,26",0,5,F51,F,"4,086667","0,6931472","0,6931472",1,"7,13966","0,1860463","3,218876","-0,1339707","0,0694182","0,008381","2,936356",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,2018,"2,01","24,81",0,"4,8",F51,F,"6,67","0,6931472","0,6931472",1,"6,124683","0,2959348","3,258096","-0,0699517","0,0957075","0,07009","2,333629",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2013,,"8,39",0,0,H61,H,"2,796667","0,6931472","0,6931472",0,"5,710427","0,5187555","3,044523","0,198085","0,0758002","0,012906","5,754696",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,2016,,"20,46",0,"6,81",F51,F,"4,55","2,302585","1,386294",0,"8,346879","0,8444182","3,178054","2,078923","0,0203016","0,283883","10,93509",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,2018,"0,14","30,23",0,"9,16",F51,F,"7,023334","2,639057","1,94591",0,"8,349484","0,8519753","3,258096","0,3157085","0,0138747","0,143255","8,042711",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,2010,,"-1,26",0,"-6,87",D44,D,"2,663333","1,098612","1,098612",0,"5,849325","0,6339316","2,833213","-0,1424644","0,0049059","-0,061897","3,010147",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2011,,"18,07",0,10,D44,D,"2,69","1,098612","1,098612",0,"5,78996","0,6537871","2,890372","0,5082548","0,0499354","0,004728","2,766782",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2012,,"3,1",0,"-0,44",D44,D,"1,18","1,098612","1,098612",0,"5,771441","0,6888024","2,944439","-0,3992136","0,0191557","-0,130174","3,3421",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2013,,"16,89",0,"8,13",D44,D,"2,92","1,098612","1,098612",0,"5,749393","0,6691759","2,995732","-0,1225007","0,0886495","0,041662","3,103603",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2014,,"1,3",0,"-0,28",D44,D,"0,5266666","1,098612","1,098612",0,"5,710427","0,7274458","3,044523","0,1113749","0,112978","-0,265351","5,101908",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2015,,"-0,09",0,"-0,05",D44,D,"-0,0133333","1,098612","1,098612",0,"6,391917","0,8677661","3,091043","0,0898765","0,0843808","-0,470411","16,02194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2010,,"76,85",23,"6,63",C33,C3,"14,40667","3,637586","2,772589",0,"11,05649","0,6451789","2,944439","1,528304","0,0273948","0,162751","4,433646",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2011,,"57,99",8,"6,43",C33,C3,"14,52","3,637586","2,772589",0,"11,07489","0,6641843","2,995732","0,238693","0,0350276","0,17927","3,187771",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2012,"3,5","85,41",23,5,C33,C3,"16,80333","3,637586","2,772589",0,"10,97738","0,6488916","3,044523","-0,152686","0,0356062","0,088287","3,236069",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2013,"0,87","78,31",23,"4,63",C33,C3,"16,89333","3,637586","2,772589",0,"10,96277","0,6626155","3,091043","0,065159","0,0378747","0,113036","3,579057",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2014,"0,84","84,43",23,"2,68",C33,C3,"17,00667","3,433987","2,302585",0,"11,025","0,6891854","3,135494","0,2107398","0,0733055","0,117189","4,361755",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2015,"1,05","81,51",23,"8,5",C33,C3,"16,67","3,583519","2,397895",0,"10,95914","0,6675363","3,178054","-0,1624791","-0,0338152","0,072382","3,769629",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2016,"1,1","65,94",20,5,C33,C3,"13,64667","3,637586","2,772589",0,"10,84543","0,6859538","3,218876","-0,1290628","0,0187909","0,019637","3,296983",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2017,"0,95","25,35",0,5,C33,C3,"6,783333","3,637586","2,772589",0,"10,83346","0,6689435","3,258096","0,4928089","0,0327353","0,076686","3,597021",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2018,"1,11","29,38",0,5,C33,C3,"8,126667","3,637586","2,639057",0,"10,84453","0,6701807","3,295837","0,2253959","0,0008858","0,085078","2,634624",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2018,"0,69","29,26",0,"11,24",D44,D,"6,006667","0,6931472","0,6931472",0,"7,72533","0,5767027","3,218876","0,0670597","-0,1113573","0,086216","2,10017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2010,,"20,02",0,"5,54",C39,C3,"4,826667","1,386294","1,386294",1,"6,791222","0,186933","2,833213","0,3067741","0,0343681","0,044268","3,967845",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2011,,"19,91",0,"7,22",C39,C3,"4,23","1,386294","1,386294",1,"6,694562","0,2425571","2,890372","0,1177357","0,0153471","0,036026","2,415991",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2012,"20,8","10,73",0,"6,05",C39,C3,"1,56","1,386294","1,386294",1,"7,112328","0,307152","2,944439","0,1854708","-0,0824984","-0,060606","2,012298",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2013,,"22,52",0,10,C39,C3,"4,173333","1,386294","1,386294",1,"7,296413","0,1942356","2,995732","0,3383969","-0,0654775","0,026229","1,933581",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2014,,"-2,95",0,"-6,87",C39,C3,"2,35","1,386294","1,098612",1,"7,28961","0,2219562","3,044523","0,0705986","-0,017253","-0,050551","2,354946",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2015,"2,25","20,53",0,10,C39,C3,"3,51","1,386294","1,098612",1,"7,153834","0,2676725","3,091043","0,0130428","0,0133308","0,003888","3,496525",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2016,"3,28","1,93",0,"-4,25",C39,C3,"2,06","1,386294","1,098612",1,"7,135687","0,1649358","3,135494","-0,0232701","-0,0134151","-0,031087","2,153719",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2017,"2,65","15,33",0,"4,98",C39,C3,"3,45","1,386294","1,098612",1,"7,196687","0,1603356","3,178054","0,2314684","-0,0067971","0,021158","1,54007",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2018,"3,3","0,32",0,"-6,87",C39,C3,"2,413333","1,386294","1,098612",1,"7,198184","0,2510656","3,218876","-0,1377043","-0,0996913","-0,017845","1,399521",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2012,"3,18","22,34",0,"3,63",C38,C3,"6,236667","1,098612","0,6931472",1,"8,427268","0,7505947","2,890372","0,422429","0,1838198","0,345112","12,02027",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2013,"2,38","27,28",0,"3,38",C38,C3,"7,966667","1,386294","1,098612",1,"8,568267","0,8064806","2,944439","0,3778343","0,0163429","0,345112","16,02194",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2014,"1,79","25,66",0,"3,84",C38,C3,"7,273334","1,609438","1,386294",1,"8,70963","0,8035585","2,995732","0,4513571","0,0318248","0,345112","10,82118",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2015,"1,68","25,36",0,"3,92",C38,C3,"7,146667","1,609438","1,386294",1,"8,749732","0,6479715","3,044523","0,3199868","0,1880476","0,291166","11,56994",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2016,"2,3","24,51",0,"3,69",C38,C3,"6,94","1,386294","1,098612",1,"9,070044","0,7084793","3,091043","0,0344108","0,0166277","0,259228","8,183551",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2017,"2,79","25,98",0,5,C38,C3,"6,993333","1,386294","1,098612",1,"9,267287","0,7617529","3,135494","0,4311538","-0,0548167","0,219447","7,673694",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2018,"1,78","25,14",0,"4,64",C38,C3,"6,833333","1,386294","1,098612",1,"9,265302","0,7432966","3,178054","0,3814887","0,0138481","0,257663","5,494804",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2010,,"15,08",0,"3,81",C39,C3,"3,756667","1,609438","1,609438",1,"8,919186","0,6875525","2,772589","0,5769432","0,0445896","0,061274","5,649633",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2011,,"11,17",0,"1,37",C39,C3,"3,266667","1,609438","1,609438",1,"9,011279","0,6375","2,833213","0,3360407","0,0661881","0,095177","2,982282",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2012,"4,1","59,49",23,"1,44",C39,C3,"11,68333","1,609438","1,609438",1,"8,879612","0,6083509","2,890372","-0,0609805","0,1046939","0,046045","3,039579",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2013,"5,5","62,82",23,"1,9",C39,C3,"12,64","1,609438","1,609438",1,"8,919854","0,5880879","2,944439","0,0428825","0,1782286","0,090049","3,400826",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2014,"5,78","62,49",20,"2,02",C39,C3,"13,49","1,94591","1,791759",1,"9,49552","0,4544453","2,995732","1,062754","0,0883023","0,106491","3,365857",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2015,"8,39","68,1",23,"3,09",C39,C3,"14,00333","1,791759","1,791759",1,"9,492809","0,3874649","3,044523","0,1295422","0,2061649","0,050948","2,444423",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2017,"7,54","68,64",22,"3,79",C39,C3,"14,28333","1,791759","1,791759",1,"9,713597","0,5118484","3,135494","0,3050962","0,0647911","0,05718","2,956388",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2018,"6,23","16,68",0,"0,72",C39,C3,"5,32","1,791759","1,791759",1,"10,60938","0,5668548","3,178054","1,063268","0,0593837","0,038973","2,081327",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2010,,"16,86",0,5,C33,C3,"3,953333","0,6931472","0,6931472",0,"7,73587","0,450407","2,833213","0,2726834","-0,0156629","0,053392","4,234159",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
