stkcd,accper,C_Innovation,sust_score,env_score,social_score,industrycode,sic2,gov_score,X_breadth1,X_breadth2,SOE,Size,Lev,Age,Growth,Cash,ROE,MTB,yrf1,yrf2,yrf3,yrf4,yrf5,yrf6,yrf7,yrf8,yrf9,indus1,indus2,indus3,indus4,indus5,indus6,indus7,indus8,indus9,indus10,indus11,indus12,indus13,indus14,indus15,indus16,indus17,indus18,indus19,indus20
300260,2016,"3,65","13,79",0,"4,02",C34,C3,"3,256667","1,386294","1,386294",0,"7,052721","0,3415204","2,833213","0,1492098","0,0716765","0,014579","5,573106",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300260,2018,"3,6","14,47",0,"0,01",C34,C3,"4,82","1,791759","1,609438",0,"7,554335","0,6216859","2,944439","0,8419063","0,0814291","0,054092","4,109306",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300261,2013,"7,62","17,87",0,"1,87",C26,C2,"5,333333","0,6931472","0,6931472",0,"6,102559","0,2830708","2,079442","0,3634565","0,0129799","0,069945","4,814818",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300261,2017,"6,63","15,32",0,"0,79",C26,C2,"4,843333","1,609438","1,386294",0,"6,978214","0,3868328","2,484907","0,8257471","0,089583","0,049516","3,52209",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300261,2018,"5,94","21,1",0,"2,15",C26,C2,"6,316667","1,609438","1,386294",0,"7,117206","0,428173","2,564949","0,4949539","0,0847039","0,091511","3,131233",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300263,2014,"2,59","18,49",0,"2,66",C34,C3,"5,276667","0,6931472","0,6931472",0,"7,083388","0,4171226","2,995732","0,7075984","-0,0747281","0,09883","5,090813",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300263,2015,"2,62","17,98",0,"2,85",C34,C3,"5,043334","0,6931472","0,6931472",0,"6,925595","0,3267802","3,044523","0,1010294","0,0218335","0,090383","5,740783",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300263,2016,"4,24","13,38",0,"3,43",C34,C3,"3,316667","0,6931472","0,6931472",0,"6,890609","0,2570889","3,091043","-0,3992136","0,0354071","0,006631","2,983246",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300263,2017,"4,07","14,21",0,"3,59",C34,C3,"3,54","0,6931472","0,6931472",0,"7,07327","0,2911678","3,135494","0,315357","0,1264991","0,022211","2,855497",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300263,2018,"3,73","17,73",0,"2,7",C34,C3,"5,01","0,6931472","0,6931472",0,"7,286192","0,364745","3,178054","0,5081797","0,0334524","0,054958","1,871263",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300264,2012,"15,72","18,44",0,"5,57",I65,I,"4,29","0,6931472","0,6931472",0,"5,463832","0,0610004","2,564949","-0,1398857","-0,0425749","0,023912","1,647992",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2013,"22,35","12,61",0,"-5,97",I65,I,"6,193333","0,6931472","0,6931472",0,"5,463832","0,0610004","2,639057","-0,1528008","0,0943159","0,027429","2,433999",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2014,"21,66","24,65",0,"4,64",I65,I,"6,67","1,098612","1,098612",0,"5,463832","0,0610004","2,70805","0,0319557","0,0168044","0,026764","3,156487",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2015,"23,98","25,79",0,15,I65,I,"3,596667","1,098612","1,098612",0,"5,463832","0,0614659","2,772589","-0,0259463","-0,001955","0,002307","10,26926",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2016,"16,45","26,9",0,15,I65,I,"3,966667","1,098612","1,098612",0,"5,918894","0,2983628","2,833213","0,5900822","0,0249679","0,010772","7,389742",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2017,"21,53","3,32",0,"0,62",I65,I,"0,9","1,098612","1,098612",0,"5,834811","0,4019445","2,890372","0,0472585","-0,119111","-0,135475","6,740206",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300264,2018,"14,35","13,24",0,"3,15",I65,I,"3,363333","1,098612","1,098612",0,"5,758902","0,3136587","2,944439","0,3183385","-0,1059875","0,01609","3,902633",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300265,2016,"4,39","17,68",0,"0,26",C38,C3,"5,806667","0,6931472","0,6931472",0,"7,153834","0,5383658","2,70805","0,4839521","-0,006507","0,126741","6,48455",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300265,2017,"4,26","14,57",0,"2,2",C38,C3,"4,123333","0,6931472","0,6931472",0,"7,223296","0,5318126","2,772589","0,0437988","0,086354","0,047223","4,19574",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300265,2018,"4,27","13,92",0,"2,29",C38,C3,"3,876667","0,6931472","0,6931472",0,"7,153834","0,549556","2,833213","0,0596623","0,0103653","0,041019","3,856121",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300266,2016,"3,59","19,27",0,"3,84",N77,N,"5,143333","0,6931472","0,6931472",0,"7,032624","0,5045519","3,218876","1,377743","-0,0073282","0,089737","10,36224",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300266,2017,"4,52","17,57",0,"2,19",N77,N,"5,126667","0,6931472","0,6931472",0,"7,251345","0,5861554","3,258096","0,4418318","-0,0954592","0,10446","8,595594",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300266,2018,"4,84","-0,75",0,"-0,21",N77,N,"-0,18","0,6931472","0,6931472",0,"7,257003","0,7035214","3,295837","-0,2360376","-0,0201291","-0,379906","4,365153",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300267,2015,"4,31",25,0,"3,45",C27,C2,"7,183333","1,386294","1,098612",0,"7,335634","0,1136976","2,564949","0,2682375","0,1084435","0,197025","8,274877",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300267,2016,"3,26","21,99",0,"3,34",C27,C2,"6,216667","1,94591","1,098612",0,"7,437206","0,0772972","2,639057","0,5569131","0,0895405","0,168643","5,44708",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300267,2017,"2,79","21,8",0,"4,81",C27,C2,"5,663333","1,609438","1,098612",0,"7,297768","0,0610004","2,70805","0,0451115","0,1201404","0,098923","2,62204",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300267,2018,"2,4","23,25",0,"9,11",C27,C2,"4,713333","0,6931472","0,6931472",0,"7,30317","0,0676829","2,772589","-0,1674041","0,0204829","0,038127","1,484415",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300268,2018,,"16,04",0,"6,12",C13,C1,"3,306667","1,098612","0,6931472",0,"7,757906","0,6778721","2,772589","2,078923","-0,129541","0,109579","5,947013",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300269,2012,"3,62","21,75",0,5,L72,L,"5,583333","1,098612","1,098612",0,"7,161622","0,3737182","2,302585","0,0429834","-0,0315217","0,044927","2,213909",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2013,"4,02","16,09",0,5,L72,L,"3,696667","1,098612","1,098612",0,"7,114769","0,3794738","2,397895","0,0963067","0,0121595","0,024757","5,159781",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2014,"3,15","22,45",0,"3,27",L72,L,"6,393333","1,386294","1,386294",0,"7,223296","0,2366989","2,484907","0,656565","0,089546","0,125063","4,305369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2015,3,"23,66",0,"4,09",L72,L,"6,523334","1,791759","1,609438",0,"7,570443","0,1906929","2,564949","0,5695285","0,0706116","0,106687","5,973146",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2016,"2,59","22,13",0,"3,89",L72,L,"6,08","1,791759","1,609438",0,"8,102283","0,2790652","2,639057","0,8412349","0,0609411","0,101135","3,035876",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2017,"1,81","13,88",0,5,L72,L,"2,96","1,791759","1,609438",0,"8,24591","0,4120652","2,70805","0,4098184","0,0364145","0,020474","2,298402",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300269,2018,"3,3","-2,38",0,"-0,28",L72,L,"-0,4333333","1,791759","1,609438",0,"8,182","0,5700755","2,772589","0,0255561","0,0347068","-0,470411","2,976633",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300272,2018,"3,86","24,19",0,"1,55",C38,C3,"7,546667","1,098612","1,098612",0,"6,96508","0,2726171","2,890372","0,2735276","0,059322","0,240402","3,080868",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2012,"8,94","16,42",0,"2,71",C38,C3,"4,57","1,098612","1,098612",0,"6,878326","0,3295614","2,772589","0,2400156","-0,0809138","0,039824","1,993901",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2013,"4,34","18,64",0,"2,37",C38,C3,"5,423333","1,098612","1,098612",0,"6,937314","0,4756463","2,833213","0,9572899","0,0752721","0,092963","6,043667",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2014,"3,63","17,59",0,"2,32",C38,C3,"5,09","1,791759","1,791759",0,"7,059618","0,5149946","2,890372","0,4441865","0,0021184","0,128337","5,557009",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2015,"3,21","18,34",0,"2,49",C38,C3,"5,283333","2,079442","2,079442",0,"7,298445","0,5819351","2,944439","0,4921221","-0,0481573","0,163817","7,782043",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2016,"4,37","24,72",0,"3,26",C38,C3,"7,153333","2,302585","2,302585",0,"7,497762","0,488396","2,995732","0,3139281","0,0742736","0,124128","3,454396",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2017,"3,96","23,43",0,"2,38",C38,C3,"7,016667","2,397895","2,397895",0,"7,886457","0,5677546","3,044523","0,4801065","0,0526437","0,156208","5,18465",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300274,2018,"4,65","22,66",0,"2,38",C38,C3,"6,76","3,401197","2,772589",0,"8,137689","0,5784907","3,091043","0,1668762","0,0097813","0,110311","3,033465",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300278,2015,"3,4","14,97",0,"2,74",C35,C3,"4,076667","1,94591","1,386294",0,"7,28756","0,5454016","2,564949","2,078923","-0,0092242","0,070564","9,601279",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300278,2016,"2,63","16,89",0,"3,26",C35,C3,"4,543334","2,302585","1,609438",0,"7,616776","0,6401362","2,639057","0,293206","-0,0196342","0,076022","9,511506",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300278,2018,"1,87","15,52",0,5,C35,C3,"3,506667","2,397895","1,609438",0,"7,539559","0,622632","2,772589","-0,081102","0,0223691","0,014503","3,640639",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2012,"5,34","18,92",0,"2,74",C38,C3,"5,393333","0,6931472","0,6931472",0,"6,458338","0,2971502","2,70805","-0,048137","0,0034315","0,053487","3,182953",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2013,"4,21","15,97",0,"2,54",C38,C3,"4,476666","0,6931472","0,6931472",0,"7,013016","0,3796539","2,772589","0,651796","0,0250185","0,050309","4,464065",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2014,"3,51","17,91",0,"3,49",C38,C3,"4,806667","0,6931472","0,6931472",0,"7,126891","0,4508995","2,833213","0,3833878","0,0405551","0,050445","5,72633",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2015,"3,01","18,15",0,5,C38,C3,"4,383333","0,6931472","0,6931472",0,"7,229114","0,5554636","2,890372","0,1549672","-0,0137605","0,040818","12,41754",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2016,"3,28","19,99",0,"3,77",C38,C3,"5,406667","1,098612","1,098612",0,"7,199678","0,3982347","2,944439","0,6838678","0,0160742","0,082341","4,840864",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2017,"4,21","17,06",0,"3,12",C38,C3,"4,646667","1,386294","1,386294",0,"7,309212","0,4621459","2,995732","0,0781335","-0,0092164","0,051757","4,108108",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300279,2018,"4,66","-1,16",0,"-0,14",C38,C3,"-0,34","0,6931472","0,6931472",0,"7,314553","0,6387844","3,044523","-0,1101939","0,0382156","-0,470411","4,247264",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300282,2014,"3,25","24,62",0,15,C39,C3,"3,206667","0,6931472","0,6931472",0,"8,397734","0,3334505","2,484907","2,078923","0,0093049","0,026258","2,920799",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300282,2015,"3,74","-12,76",0,"-6,87",C39,C3,"0,7466667","0,6931472","0,6931472",0,"8,546169","0,4063195","2,564949","0,9856577","0,0862685","-0,063367","6,539888",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300282,2016,"4,01","20,56",0,"7,86",C39,C3,"4,233333","0,6931472","0,6931472",0,"8,691315","0,3993896","2,639057","0,0369585","0,0486836","0,098442","3,985676",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300282,2017,"5,1","26,5",0,15,C39,C3,"3,833333","0,6931472","0,6931472",0,"6,082219","0,0881459","2,70805","-0,234192","-0,0156867","0,015208","2,036815",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300283,2016,"3,38","15,99",0,5,C38,C3,"3,663333","0,6931472","0,6931472",0,"7,125283","0,530022","2,995732","0,2411573","-0,1235468","0,030206","8,21238",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300283,2017,"2,75","13,56",0,5,C38,C3,"2,853333","1,098612","1,098612",0,"7,195187","0,6041331","3,044523","0,2899762","-0,0079536","0,005753","5,638646",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300283,2018,"3,24","11,27",0,"1,48",C38,C3,"3,263333","1,098612","1,098612",0,"7,107426","0,5805707","3,091043","0,1671645","0,1623666","0,030807","4,513947",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300284,2012,"6,19","27,07",0,"2,82",M74,M,"8,083333","1,098612","1,098612",0,"7,704812","0,5052397","2,397895","-0,0701547","0,0312311","0,104178","2,637106",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2013,"4,92","27,1",0,"3,25",M74,M,"7,95","1,098612","1,098612",0,"7,830823","0,475774","2,484907","0,3804635","0,0912782","0,125409","3,820902",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2014,"4,25","26,58",0,"3,4",M74,M,"7,726666","1,098612","1,098612",0,"8,156797","0,5091138","2,564949","0,3288191","0,0589731","0,143768","3,646391",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2015,"4,65","26,98",0,"3,85",M74,M,"7,71","1,386294","1,386294",0,"8,262817","0,4844258","2,639057","0,1848427","0,002167","0,138096","5,221399",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2016,"3,35","25,2",0,"3,02",M74,M,"7,393333","3,465736","2,639057",0,"8,883085","0,6385773","2,70805","0,6394717","0,0085754","0,136835","5,341063",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2017,"3,1","25,46",0,"3,53",M74,M,"7,31","3,465736","2,772589",0,"9,102309","0,6353067","2,772589","0,5516843","0,0294208","0,140417","4,11366",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300284,2018,"3,32","26,3",0,"2,95",M74,M,"7,783333","3,218876","2,70805",0,"9,016634","0,6290166","2,833213","0,078402","0,0049543","0,150954","3,542112",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300285,2014,"6,37","21,82",0,"3,05",C26,C2,"6,256667","0,6931472","0,6931472",0,"6,658011","0,1473171","2,302585","0,4071257","-0,0100235","0,100862","4,912163",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300285,2015,"6,58","20,31",0,"1,99",C26,C2,"6,106667","0,6931472","0,6931472",0,"6,642487","0,2624509","2,397895","0,4209284","0,0396831","0,11856","13,62921",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300285,2016,"6,76","21,09",0,"2,4",C26,C2,"6,23","0,6931472","0,6931472",0,"6,932448","0,2100583","2,484907","0,283515","0,0640564","0,109563","6,898006",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300285,2017,"6,08","19,82",0,"2,22",C26,C2,"5,866667","0,6931472","0,6931472",0,"7,463937","0,3457132","2,564949","0,7809067","0,0394219","0,132428","6,08878",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300285,2018,"5,74","21,86",0,"1,9",C26,C2,"6,653333","0,6931472","0,6931472",0,"7,834392","0,2043166","2,639057","0,4764686","0,0798867","0,198115","3,329977",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300291,2016,,"19,28",0,"0,5",R86,R,"6,26","0,6931472","0,6931472",1,"5,817111","0,1021655","2,70805","0,3660574","-0,0647807","0,0747","2,940654",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300291,2017,,"12,12",0,"-1,81",R86,R,"4,643333","0,6931472","0,6931472",1,"5,717028","0,1122077","2,772589","-0,1270903","0,0098094","0,017468","1,562225",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300291,2018,,"0,08",0,"-0,06",R86,R,"0,0466667","0,6931472","0,6931472",1,"5,463832","0,11073","2,833213","-0,3992136","0,0411347","-0,470411","1,399521",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300292,2015,"3,74","26,55",0,"6,05",I65,I,"6,833333","1,098612","1,098612",0,"6,918695","0,2172591","2,833213","0,914058","0,0405395","0,099172","5,914852",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300292,2016,"5,38","27,27",0,"5,88",I65,I,"7,13","1,098612","1,098612",0,"6,997596","0,2411787","2,890372","0,3206553","0,0521284","0,068026","4,691198",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300292,2017,"4,56","26,55",0,"7,14",I65,I,"6,47","1,386294","1,098612",0,"7,13966","0,2205928","2,944439","0,2906601","0,0235163","0,086369","2,91302",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300292,2018,"5,3","-0,11",0,"-1,35",I65,I,"0,4133333","1,386294","1,098612",0,"7,078341","0,3774367","2,995732","0,1869263","0,048773","-0,470411","3,796787",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300293,2016,"14,44","15,32",0,5,C35,C3,"3,44","0,6931472","0,6931472",0,"5,820083","0,4447329","2,564949","-0,1976973","0,2153465","0,023068","7,640131",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300293,2017,"3,59","14,85",0,"3,66",C35,C3,"3,73","0,6931472","0,6931472",0,"7,079185","0,6417095","2,639057","2,078923","-0,0334715","0,018445","5,106237",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300293,2018,"2,8","17,89",0,5,C35,C3,"4,296667","0,6931472","0,6931472",0,"7,130098","0,6016952","2,70805","0,2809024","0,1169842","0,024632","3,45349",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300296,2013,"6,22","19,61",0,"2,38",C39,C3,"5,743333","0,6931472","0,6931472",0,"7,106606","0,4070211","2,944439","0,3676383","0,0048142","0,114521","4,222384",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300296,2015,"5,47","76,62",23,"7,27",C39,C3,"15,45","2,70805","2,397895",0,"7,946264","0,5444209","3,044523","0,7142","0,0219066","0,189155","8,811732",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300296,2016,"4,4","76,46",23,"5,7",C39,C3,"15,92","2,890372","2,484907",0,"8,133","0,4560704","3,091043","1,164482","0,001676","0,19382","6,984038",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300296,2017,"4,06","21,78",0,"0,01",C39,C3,"7,256667","3,091043","2,564949",0,"8,290544","0,5548714","3,135494","0,4780491","0,0615366","0,239705","6,881196",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300296,2018,"4,11","17,55",0,"3,08",C39,C3,"4,823333","3,135494","2,639057",0,"8,38754","0,4674575","3,178054","0,1900565","0,0562255","0,188549","3,393904",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300297,2016,"9,07","24,46",0,"7,08",I65,I,"5,793334","0,6931472","0,6931472",0,"7,590852","0,4280957","2,890372","0,5720501","0,0544606","0,13314","4,805898",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300297,2017,"11,06","25,67",0,"8,03",I65,I,"5,88","1,098612","0,6931472",0,"7,93666","0,5066717","2,944439","0,4086241","0,0030585","0,114729","3,769154",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300297,2018,"10,93","25,56",0,"8,49",I65,I,"5,69","1,098612","0,6931472",0,"7,570959","0,5374826","2,995732","0,029533","0,0171151","0,097388","2,446606",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300298,2014,"5,11","27,19",0,"2,54",C35,C3,"8,216666","0,6931472","0,6931472",0,"7,063048","0,082942","2,564949","0,2134932","0,1263833","0,191844","5,767225",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300298,2015,"6,04","27,17",0,"2,12",C35,C3,"8,35","1,098612","1,098612",0,"7,413367","0,0703834","2,639057","0,184572","0,091093","0,121727","7,645128",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300298,2016,"6,53","26,09",0,"2,86",C35,C3,"7,743333","1,386294","1,386294",0,"7,4313","0,1327986","2,70805","0,2329053","0,1380493","0,090944","4,956408",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300298,2017,"7,16","28,63",0,"2,9",C35,C3,"8,576667","1,386294","1,386294",0,"7,52564","0,1642929","2,772589","0,2980072","0,1466771","0,193404","6,023805",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300298,2018,"10,35","28,6",0,"2,57",C35,C3,"8,676666","1,791759","1,609438",0,"7,753194","0,1256702","2,833213","0,5009699","0,1064217","0,154737","2,428272",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300299,2016,"7,93","58,74",9,"6,16",I65,I,"14,52667","0,6931472","0,6931472",0,"6,484635","0,3142865","2,772589","0,1960782","0,0722743","0,079899","5,865855",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
